school_ages,month_year,total_prescriptions,people,year,population,pop_rate,pop_rate_100,pop_rate_1000,proportion
Upper Primary (8-11),2021-05-01,948,576,2021,26823,0.03534280281847668,3.534280281847668,35.342802818476684,0.021474108041606085
Lower Secondary (12-14),2015-01-01,482,275,2015,16882,0.028551119535600047,2.8551119535600047,28.551119535600048,0.016289539154128656
Lower Secondary (12-14),2015-02-01,458,273,2015,16882,0.027129487027603365,2.7129487027603365,27.129487027603364,0.016171069778462267
Lower Secondary (12-14),2015-03-01,530,298,2015,16882,0.031394384551593414,3.1394384551593415,31.394384551593415,0.017651936974292147
Lower Secondary (12-14),2015-04-01,484,277,2015,16882,0.028669588911266437,2.8669588911266435,28.669588911266437,0.016408008529795046
Lower Secondary (12-14),2015-05-01,504,289,2015,16882,0.02985428266793034,2.985428266793034,29.854282667930338,0.01711882478379339
Lower Secondary (12-14),2015-06-01,508,287,2015,16882,0.030091221419263122,3.009122141926312,30.09122141926312,0.017000355408127
Lower Secondary (12-14),2015-07-01,427,234,2015,16882,0.025293211704774315,2.5293211704774317,25.293211704774315,0.013860916952967657
Lower Secondary (12-14),2015-08-01,437,262,2015,16882,0.025885558583106268,2.588555858310627,25.885558583106267,0.01551948821229712
Lower Secondary (12-14),2015-09-01,494,297,2015,16882,0.02926193578959839,2.926193578959839,29.26193578959839,0.017592702286458952
Lower Secondary (12-14),2015-10-01,480,267,2015,16882,0.028432650159933657,2.843265015993366,28.432650159933658,0.015815661651463097
Lower Secondary (12-14),2015-11-01,483,285,2015,16882,0.02861035422343324,2.861035422343324,28.61035422343324,0.01688188603246061
Lower Secondary (12-14),2015-12-01,500,282,2015,16882,0.02961734391659756,2.961734391659756,29.61734391659756,0.016704181968961025
Lower Secondary (12-14),2016-01-01,467,276,2016,16923,0.027595579979909,2.7595579979909,27.595579979909,0.01630916504165928
Lower Secondary (12-14),2016-02-01,476,290,2016,16923,0.02812740057909354,2.812740057909354,28.12740057909354,0.017136441529279678
Lower Secondary (12-14),2016-03-01,521,301,2016,16923,0.03078650357501625,3.078650357501625,30.78650357501625,0.01778644448383856
